#Agegroup;Anteil;delta;Theta;Theta_ICU;gamma;gamma_ICU;alpha_u;alpha_w;chi_u;chi_w;u_base;w_base;V_raw;R_raw;cases;ICU;W_V;W_R;wanedfrac_V;wanedfrac_R;vacfrac_30;vacfrac_40;vacfrac_50;vacfrac_60;vacfrac_70;vacfrac_80;vacfrac_90;;;;
#0,19;0.18;0.000014;0.000002;0.00556;0.09998;0.19444;0.02;0.02;0.65;0.24;0.2;0.1;27000;36000;18.531;0.1346;1350;18000;0.05;0.5;0.05;0.1;0.1;0.15;0.2;0.44;0.75;;;;
#20,39;0.25;0.000204;0.000014;0.00778;0.09978;0.19222;0.02;0.02;0.1;0.2;0.5;0.25;140000;50000;16.82;1.23832;7000;25000;0.05;0.5;0.25;0.34;0.45;0.56;0.7;0.81;0.9;;;;
#40,59;0.28;0.001217;0.000111;0.006164;0.09867;0.084745;0.02;0.02;0.08;0.16;0.55;0.275;187600;56000;16.1588;4.89944;18760;28000;0.1;0.5;0.3;0.43;0.55;0.67;0.78;0.85;0.92;;;;
#60,69;0.13;0.004031;0.000317;0.009508;0.09565;0.081401;0.02;0.02;0.06;0.12;0.6;0.3;100100;26000;6.3713;3.0958;20020;13000;0.2;0.5;0.4;0.53;0.65;0.77;0.9;0.95;0.97;;;;
#70,79;0.09;0.005435;0.001422;0.019756;0.09314;0.091355;0.02;0.02;0.04;0.08;0.65;0.325;79200;18000;3.5496;2.46318;23760;9000;0.3;0.5;0.49;0.6;0.75;0.88;0.95;0.98;0.98;;;;
#80+;0.07;0.007163;0.004749;0.082433;0.08809;0.084233;0.02;0.02;0.02;0.04;0.7;0.35;66500;14000;2.3345;1.6152;26600;7000;0.4;0.5;0.7;0.75;0.9;0.95;0.98;0.99;0.99;;;;
